priority,priority_reasons,missing_fields,source_type,file_ext,doc_id,sha256,file_name,title,source_url,attachment_url,column,publisher,publish_date,doc_no,business_domain,regulatory_topic,source_site,version_status,effective_date,expiry_date,supersedes_doc_id,superseded_by_doc_id,version_group
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_452,,452_中国银保监会关于印发融资租赁公司非现场监管规程的通知_附件2.doc,附件2,,,,中国银保监会、银保监会,,,监管统计,统计,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_453,,453_中国银保监会关于印发融资租赁公司非现场监管规程的通知_附件3.doc,附件3,,,,中国银保监会、银保监会,,,监管统计,统计,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_454,,454_中国银保监会关于印发融资租赁公司非现场监管规程的通知_附件4.doc,附件4,,,,中国银保监会、银保监会,,,监管统计,统计,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_455,,455_中国银保监会关于印发融资租赁公司非现场监管规程的通知_附件5.doc,附件5,,,,中国银保监会、银保监会,,,监管统计,统计,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_456,,456_中国银保监会关于印发融资租赁公司非现场监管规程的通知_附件6.doc,附件6,,,,中国银保监会、银保监会,,,监管统计,统计,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_457,,457_中国银保监会关于印发融资租赁公司非现场监管规程的通知_附件7.doc,附件7,,,,中国银保监会、银保监会、财政部,,,监管统计,报表,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_460,,460_中国银保监会关于实施_保险公司偿付能力监管规则（Ⅱ）_有关事项的通知_附件1：寿险合同负债评估的折现率曲线.pdf,附件1：寿险合同负债评估的折现率曲线,,,,中国银保监会、银保监会,,,资本管理,偿付能力,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_462,,462_中国银保监会关于实施_保险公司偿付能力监管规则（Ⅱ）_有关事项的通知_附件3：人身保险公司利率风险基础情景和不利情景曲线.pdf,附件3：人身保险公司利率风险基础情景和不利情景曲线,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_463,,463_中国银保监会关于实施_保险公司偿付能力监管规则（Ⅱ）_有关事项的通知_附件4：保险公司压力测试必测压力情景和必测因素.pdf,附件4：保险公司压力测试必测压力情景和必测因素,,,,中国银保监会、银保监会,,,监管统计,保费收入,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_465,,465_中国银保监会关于实施_保险公司偿付能力监管规则（Ⅱ）_有关事项的通知_附件6：现金流压力测试的压力情景.pdf,附件6：现金流压力测试的压力情景,,,,中国银保监会、银保监会,,,监管统计,保费收入,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_467,,467_中国银保监会关于实施_保险公司偿付能力监管规则（Ⅱ）_有关事项的通知_附件8：应当编报保险集团偿付能力报告的公司名单.pdf,附件8：应当编报保险集团偿付能力报告的公司名单,,,,中国银保监会、银保监会,,,资本管理,偿付能力,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_472,,472_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第1号：实际资本.pdf,保险公司偿付能力监管规则第1号：实际资本,,,,中国银保监会、银保监会,,,监管统计,报表,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_473,,473_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第2号：最低资本.pdf,保险公司偿付能力监管规则第2号：最低资本,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_474,,474_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第3号：寿险合同负债评估_.pdf,中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第3号：寿险合同负债评估_,,,,中国银保监会、银保监会,,,监管统计,报表,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_475,,475_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第4号：保险风险最低资本（非寿险业务）.pdf,保险公司偿付能力监管规则第4号：保险风险最低资本（非寿险业务）,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_476,,476_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第5号：保险风险最低资本（寿险业务）.p.pdf,保险公司偿付能力监管规则第5号：保险风险最低资本（寿险业务）.p,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_477,,477_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第6号：保险风险最低资本（再保险公司）.pdf,保险公司偿付能力监管规则第6号：保险风险最低资本（再保险公司）,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_478,,478_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第7号：市场风险和信用风险的穿透计量.pdf,保险公司偿付能力监管规则第7号：市场风险和信用风险的穿透计量,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_479,,479_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第8号：市场风险最低资本_.pdf,中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第8号：市场风险最低资本_,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_480,,480_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第9号：信用风险最低资本_.pdf,中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第9号：信用风险最低资本_,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_481,,481_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第10号：压力测试_.pdf,中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第10号：压力测试_,,,,中国银保监会、银保监会,,,资本管理,偿付能力,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_482,,482_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第11号：风险综合评级（分类监管）_.p.pdf,.p,,,,中国银保监会、银保监会,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_483,,483_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第12号：偿付能力风险管理要求与评估.p.pdf,保险公司偿付能力监管规则第12号：偿付能力风险管理要求与评估.p,,,,中国银保监会、银保监会,,,监管统计,总资产,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_484,,484_中国银保监会关于印发保险公司偿付能力_监管规则（Ⅱ）的通知_保险公司偿付能力监管规则第13号：流动性风险.pdf,保险公司偿付能力监管规则第13号：流动性风险,,,,中国银保监会、银保监会,,,资本管理,偿付能力,,unknown,,,,,
